Order,Level,Code,Parent,Description,Rulings,This item includes,This item also includes,This item excludes
508558,6,07.10.10,07.10.1,Iron ores,,,,
508559,3,7.2,7,Non-ferrous metal ores,,,,
508560,4,7.21,7.2,Uranium and thorium ores,,,,
508561,5,07.21.1,7.21,Uranium and thorium ores,,,,
508562,6,07.21.10,07.21.1,Uranium and thorium ores,,,,
508563,4,7.29,7.2,Other non-ferrous metal ores and concentrates,,,,
508564,5,07.29.1,7.29,Other non-ferrous metal ores and concentrates,,,,
508565,6,07.29.11,07.29.1,Copper ores and concentrates,,,,
508566,6,07.29.12,07.29.1,Nickel ores and concentrates,,,,
508567,6,07.29.13,07.29.1,Aluminium ores and concentrates,,,,
508568,6,07.29.14,07.29.1,Precious metal ores and concentrates,,,,
508569,6,07.29.15,07.29.1,"Lead, zinc and tin ores and concentrates",,,,
508570,6,07.29.19,07.29.1,Other non-ferrous metal ores and concentrates n.e.c.,,,,
508571,2,8,B,Other mining and quarrying products,,,,
508572,3,8.1,8,"Stone, sand and clay",,,,
508573,4,8.11,8.1,"Ornamental and building stone, limestone, gypsum, chalk and slate",,,,
508574,5,08.11.1,8.11,Ornamental or building stone,,,,
508575,6,08.11.11,08.11.1,Marble and other calcareous ornamental or building stone,,,,
508576,6,08.11.12,08.11.1,"Granite, sandstone and other ornamental or building stone",,,,
508577,5,08.11.2,8.11,Limestone and gypsum,,,,
508578,6,08.11.20,08.11.2,Limestone and gypsum,,,,
508579,5,08.11.3,8.11,Chalk and uncalcined dolomite,,,,
508580,6,08.11.30,08.11.3,Chalk and uncalcined dolomite,,,,
508581,5,08.11.4,8.11,Slate,,,,
508582,6,08.11.40,08.11.4,Slate,,,,
508583,4,8.12,8.1,"Gravel, sand, clays and kaolin",,,,
508584,5,08.12.1,8.12,Gravel and sand,,,,
508585,6,08.12.11,08.12.1,Natural sands,,,,
508586,6,08.12.12,08.12.1,"Granules, chippings and powder; pebbles, gravel",,,,
508587,6,08.12.13,08.12.1,"Mixtures of slag and similar industrial waste products, whether or not incorporating pebbles, gravel, shingle and flint for construction use",,,,
508588,5,08.12.2,8.12,Clays and kaolin,,,,
508589,6,08.12.21,08.12.2,Kaolin and other kaolinic clays,,,,
508590,6,08.12.22,08.12.2,"Other clays, andalusite, kyanite and sillimanite; mullite; chamotte or dinas earths",,,,
508591,3,8.9,8,Mining and quarrying products n.e.c.,,,,
508592,4,8.91,8.9,Chemical and fertiliser minerals,,,,
508593,5,08.91.1,8.91,Chemical and fertiliser minerals,,,,
508594,6,08.91.11,08.91.1,Natural calcium or aluminium calcium phosphates,,,,
508595,6,08.91.12,08.91.1,Unroasted iron pyrites; crude or unrefined sulphur,,,,
508596,6,08.91.19,08.91.1,Other chemical and fertiliser minerals,,,,
508597,4,8.92,8.9,Peat,,,,
508598,5,08.92.1,8.92,Peat,,,,
508599,6,08.92.10,08.92.1,Peat,"This subcategory excludes:
- briquettes, ovoids and similar solid fuels manufactured from peat, see 19.20.13",,,
508600,4,8.93,8.9,Salt and pure sodium chloride; sea water,,,,
508601,5,08.93.1,8.93,Salt and pure sodium chloride; sea water,,,,
508602,6,08.93.10,08.93.1,Salt and pure sodium chloride; sea water,"This subcategory excludes:
- food-grade salt, see 10.84.30",,,
508603,4,8.99,8.9,Other mining and quarrying products n.e.c.,,,,
508604,5,08.99.1,8.99,"Bitumen and asphalt, natural; asphaltites and asphaltic rock",,,,
508605,6,08.99.10,08.99.1,"Bitumen and asphalt, natural; asphaltites and asphaltic rock",,,,
508606,5,08.99.2,8.99,"Precious and semi-precious stones; industrial diamonds, unworked or simply sawn, cleaved or bruted; pumice stone; emery; natural corundum, natural garnet and other natural abrasives; other minerals",,,,
508607,6,08.99.21,08.99.2,"Precious and semi-precious stones (excluding industrial diamonds), unworked or simply sawn or roughly shaped",,,,
508608,6,08.99.22,08.99.2,"Industrial diamonds, unworked or simply sawn, cleaved or bruted; pumice stone; emery; natural corundum, natural garnet and other natural abrasives",,,,
508609,6,08.99.29,08.99.2,Other minerals,,,,
508610,2,9,B,Mining support services,,,,
508611,3,9.1,9,Support services to petroleum and natural gas extraction,,,,
508612,4,9.1,9.1,Support services to petroleum and natural gas extraction,,,,
508613,5,09.10.1,9.1,Support services to petroleum and natural gas extraction,"This category excludes:
- services performed by operators of oil or gas fields, see 06.10, 06.20
- specialised repair services of mining machinery, see 33.12.24",,,
508614,6,09.10.11,09.10.1,Drilling services to petroleum and natural gas extraction,"This subcategory includes:
- directional drilling and redrilling; ""spudding in""; cementing oil and gas well casings; draining and pumping of wells; plugging and abandoning wells etc.
- test drilling in connection with petroleum and gas extraction","This subcategory also includes:
- specialised oil and gas field fire fighting services
- exploration services in connection with petroleum and gas extraction","This subcategory excludes:
- geological, geophysical and related prospecting and consulting services, see 71.12.3",
508615,6,09.10.12,09.10.1,"Derrick erection, repair and dismantling services and related support services to petroleum and natural gas extraction",,,,
508616,6,09.10.13,09.10.1,Liquefaction and regasification services of natural gas for transportation done at the mine site,"This subcategory excludes:
- liquefaction and regasification of natural gas for purpose of transport, done off the mine site, see 52.21",,,
508617,3,9.9,9,Support services to other mining and quarrying,,,,
508618,4,9.9,9.9,Support services to other mining and quarrying,,,,
508619,5,09.90.1,9.9,Support services to other mining and quarrying,"This category includes support services on a fee or contract basis, required for mining activities of divisions 05, 07 and 08, such as:
- draining and pumping of mines
- test drilling in connection with mining
- exploration services in connection with mining","This category excludes:
- services performed by operators of mines or quarries, see division 05, 07 or 08
- specialised repair services of mining machinery, see 33.12.24
- geological, geophysical and related prospecting and consulting services, see 71.12.3",,
508620,6,09.90.11,09.90.1,Support services to hard coal extraction,,,,
508621,6,09.90.19,09.90.1,Support services to other mining and quarrying n.e.c.,,,,
508622,1,C,MANUFACTURED PRODUCTS,,,,,
508623,2,10,C,Food products,,,,
508624,3,10.1,10,Preserved meat and meat products,,,,
508625,4,10.11,10.1,Processed and preserved meat,,,,
508626,5,10.11.1,10.11,"Meat of bovine animals, swine, sheep, goats, horses and other equines, fresh or chilled",,,,
508627,6,10.11.11,10.11.1,"Meat of bovine animals, fresh or chilled",,,,
508628,6,10.11.12,10.11.1,"Meat of swine, fresh or chilled",,,,
508629,6,10.11.13,10.11.1,"Meat of sheep, fresh or chilled",,,,
508630,6,10.11.14,10.11.1,"Meat of goats, fresh or chilled",,,,
508631,6,10.11.15,10.11.1,"Meat of horses and other equines, fresh or chilled",,,,
508632,5,10.11.2,10.11,"Edible offal of bovine animals, swine, sheep, goats, horses and other equines, fresh or chilled",,,,
508633,6,10.11.20,10.11.2,"Edible offal of bovine animals, swine, sheep, goats, horses and other equines, fresh or chilled",,,,
508634,5,10.11.3,10.11,Frozen meat and edible offal; other meat and edible offal,,,,
508635,6,10.11.31,10.11.3,"Meat of bovine animals, frozen",,,,
508636,6,10.11.32,10.11.3,"Meat of swine, frozen",,,,
508637,6,10.11.33,10.11.3,"Meat of sheep, frozen",,,,
508638,6,10.11.34,10.11.3,"Meat of goats, frozen",,,,
508639,6,10.11.35,10.11.3,"Meat of horses and other equines, frozen",,,,
508640,6,10.11.39,10.11.3,"Other meat and edible offal, fresh, chilled or frozen","This subcategory also includes:
- meat of rabbits",,,
508641,5,10.11.4,10.11,"Pulled wool and raw hides and skins of bovine or equine animals, sheep and goats",,,,
508642,6,10.11.41,10.11.4,"Pulled wool, greasy, including fleece-washed pulled wool",,,,
508643,6,10.11.42,10.11.4,Whole raw hides and skins of bovine or equine animals,,,,
508644,6,10.11.43,10.11.4,Other raw hides and skins of bovine or equine animals,,,,
508645,6,10.11.44,10.11.4,Raw hides and skins of sheep or lambs,,,,
508646,6,10.11.45,10.11.4,Raw hides and skins of goats or kids,,,,
508647,5,10.11.5,10.11,"Fats of bovine animals, sheep, goats or pigs",,,,
508648,6,10.11.50,10.11.5,"Fats of bovine animals, sheep, goats or pigs",,,,
508649,5,10.11.6,10.11,"Raw offal, inedible",,,,
508650,6,10.11.60,10.11.6,"Raw offal, inedible",,,,
508651,5,10.11.9,10.11,Sub-contracted operations as part of manufacturing of processed and preserved meat,,,,
508652,6,10.11.99,10.11.9,Sub-contracted operations as part of manufacturing of processed and preserved meat,,,,
508653,4,10.12,10.1,Processed and preserved poultry meat,,,,
508654,5,10.12.1,10.12,"Meat of poultry, fresh or chilled",,,,
508655,6,10.12.10,10.12.1,"Meat of poultry, fresh or chilled",,,,
508656,5,10.12.2,10.12,"Meat of poultry, frozen",,,,
508657,6,10.12.20,10.12.2,"Meat of poultry, frozen",,,,
508658,5,10.12.3,10.12,Fats of poultry,,,,
508659,6,10.12.30,10.12.3,Fats of poultry,,,,
508660,5,10.12.4,10.12,Edible offal of poultry,,,,
508661,6,10.12.40,10.12.4,Edible offal of poultry,,,,
508662,5,10.12.5,10.12,Feathers and skins of birds with feathers,,,,
508663,6,10.12.50,10.12.5,Feathers and skins of birds with feathers,,,,
508664,5,10.12.9,10.12,Sub-contracted operations as part of manufacturing of processed and preserved poultry meat,,,,
508665,6,10.12.99,10.12.9,Sub-contracted operations as part of manufacturing of processed and preserved poultry meat,,,,
508666,4,10.13,10.1,Meat and poultry meat products,,,,
508667,5,10.13.1,10.13,"Preserves and preparations of meat, meat offal or blood",,,,
508668,6,10.13.11,10.13.1,"Swine meat, cuts, salted, dried or smoked (bacon and ham)",,,,
508669,6,10.13.12,10.13.1,"Bovine meat, salted, dried or smoked",,,,
508670,6,10.13.13,10.13.1,"Other meat and edible meat offal, salted, in brine, dried or smoked (excluding swine and bovine meat); edible flours and meals of meat or meat offal",,,,
508671,6,10.13.14,10.13.1,"Sausages and similar products of meat, offal or blood",,,,
508672,6,10.13.15,10.13.1,"Other prepared and preserved meat, meat offal or blood, except prepared meat and offal dishes",,,,
508673,6,10.13.16,10.13.1,"Flours, meals and pellets of meat unfit for human consumption; greaves","This subcategory includes:
- rendered protein products from animal tissues, including bone, exclusive of any added blood, hair, hoof, horn, hide trimmings, manure, stomach and rumen contents",,,
508674,5,10.13.9,10.13,Cooking and other preparation services for the production of meat products; sub-contracted operations as part of manufacturing of meat and poultry meat products,,,,
508675,6,10.13.91,10.13.9,Cooking and other preparation services for the production of meat products,"This subcategory includes:
- cooking and other treatment services of meat and meat products","This subcategory excludes:
- extraction services of animal oils and fats, see 10.41.1",,
508676,6,10.13.99,10.13.9,Sub-contracted operations as part of manufacturing of meat and poultry meat products,,,,
508677,3,10.2,10,"Processed and preserved fish, crustaceans and molluscs",,,,
508678,4,10.2,10.2,"Processed and preserved fish, crustaceans and molluscs",,,,
508679,5,10.20.1,10.2,"Fish, fresh, chilled or frozen",,,,
508680,6,10.20.11,10.20.1,"Fish fillets and other fish meat (whether or not minced), fresh or chilled",,,,
508681,6,10.20.12,10.20.1,"Fish livers and roes, fresh or chilled",,,,
508682,6,10.20.13,10.20.1,"Fish, frozen",,,,
508683,6,10.20.14,10.20.1,"Fish fillets, frozen",,,,
508684,6,10.20.15,10.20.1,"Fish meat, (whether or not minced), frozen",,,,
508685,6,10.20.16,10.20.1,"Fish livers and roes, frozen",,,,
508686,5,10.20.2,10.2,"Fish, otherwise prepared or preserved; caviar and caviar substitutes",,,,
508687,6,10.20.21,10.20.2,"Fish fillets, dried, salted or in brine, but not smoked",,,,
508688,6,10.20.22,10.20.2,"Fish livers and roes dried, smoked, salted or in brine; flours, meals and pellets of fish, fit for human consumption",,,,
508689,6,10.20.23,10.20.2,"Fish, dried, whether or not salted, or in brine",,,,
508690,6,10.20.24,10.20.2,"Fish, including fillets, smoked",,,,
508691,6,10.20.25,10.20.2,"Fish, otherwise prepared or preserved, except prepared fish dishes",,,,
508692,6,10.20.26,10.20.2,Caviar and caviar substitutes,,,,
508693,5,10.20.3,10.2,"Crustaceans, molluscs and other aquatic invertebrates, frozen, prepared or preserved",,,,
508694,6,10.20.31,10.20.3,"Crustaceans, frozen",,,,
508695,6,10.20.32,10.20.3,"Molluscs, frozen, dried, salted or in brine, smoked",,,,
508696,6,10.20.33,10.20.3,"Other aquatic invertebrates, frozen, dried, salted or in brine, smoked",,,,
508697,6,10.20.34,10.20.3,"Crustaceans, otherwise prepared or preserved; molluscs and other aquatic invertebrates, otherwise prepared or preserved",,,,
508698,5,10.20.4,10.2,"Flours, meals and pellets, unfit for human consumption, and other products n.e.c. of fish or of crustaceans, molluscs or other aquatic invertebrates",,,,
508699,6,10.20.41,10.20.4,"Flours, meals and pellets of fish, crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption",,,,
508700,6,10.20.42,10.20.4,"Other inedible products of fish, crustaceans, molluscs or other aquatic invertebrates",,,,
508701,5,10.20.9,10.2,"Smoking and other preservation and preparation services for manufacture of fish products; sub-contracted operations as part of manufacturing of processed and preserved fish, crustaceans and molluscs",,,,
508702,6,10.20.91,10.20.9,Smoking and other preservation and preparation services for manufacture of fish products,"This subcategory includes:
- cooking, smoking, salting, drying and other treatment services of fish and fish products","This subcategory excludes:
- extraction services of animal oils and fats, see 10.41.1",,
508703,6,10.20.99,10.20.9,"Sub-contracted operations as part of manufacturing of processed and preserved fish, crustaceans and molluscs",,,,
508704,3,10.3,10,Processed and preserved fruit and vegetables,,,,
508705,4,10.31,10.3,Processed and preserved potatoes,,,,
508706,5,10.31.1,10.31,Processed and preserved potatoes,,,,
508707,6,10.31.11,10.31.1,"Potatoes, frozen",,,,
508708,6,10.31.12,10.31.1,Dried potatoes whether or not cut or sliced but not further prepared,,,,
508709,6,10.31.13,10.31.1,"Dried potatoes in the form of flour, meal, flakes, granulates and pellets",,,,
508710,6,10.31.14,10.31.1,Potatoes prepared or preserved,,,,
508711,5,10.31.9,10.31,Cooking and other preparation services for potatoes and potato products; sub-contracted operations as part of manufacturing of processed and preserved potatoes,,,,
508712,6,10.31.91,10.31.9,Cooking and other preparation services for potatoes and potato products,"This subcategory includes:
- Peeling, cooking and other treatment services of potatoes, and products thereof",,,
508713,6,10.31.99,10.31.9,Sub-contracted operations as part of manufacturing of processed and preserved potatoes,,,,
508714,4,10.32,10.3,Fruit and vegetable juices,,,,
508715,5,10.32.1,10.32,Fruit and vegetable juices,"This category includes:
- unconcentrated juice of any fruit or vegetable, not fermented and not containing added spirit","This category also includes:
- mixtures of unconcentrated fruit and vegetable juices",,
508716,6,10.32.11,10.32.1,Tomato juice,,,,
508717,6,10.32.12,10.32.1,Orange juice,,,,
508718,6,10.32.13,10.32.1,Grapefruit juice,,,,
508719,6,10.32.14,10.32.1,Pineapple juice,,,,
508720,6,10.32.15,10.32.1,Grape juice,,,,
508721,6,10.32.16,10.32.1,Apple juice,,,,
508722,6,10.32.17,10.32.1,Mixtures of fruit and vegetable juices,"This subcategory includes:
- mixtures of concentrated juices, excluding tomato juice",,,
508723,6,10.32.19,10.32.1,Other fruit and vegetable juices,,,,
508724,5,10.32.9,10.32,Sub-contracted operations as part of manufacturing of fruit and vegetable juice,,,,
508725,6,10.32.99,10.32.9,Sub-contracted operations as part of manufacturing of fruit and vegetable juice,,,,
508726,4,10.39,10.3,Other processed and preserved fruit and vegetables,,,,
508727,5,10.39.1,10.39,"Processed and preserved vegetables, excluding potatoes",,,,
508728,6,10.39.11,10.39.1,"Vegetables, frozen",,,,
508729,6,10.39.12,10.39.1,Vegetables provisionally preserved,,,,
508730,6,10.39.13,10.39.1,Dried vegetables,"Agricultural products (Drying of…)

Problem statement: Drying is mentioned both in explanatory notes for agriculture and food manufacturing.

Solution: UN TSG decision for ISIC Rev.4, applicable also for NACE Rev. 2:
 
. NACE Rev. 2 class 01.63 (Post-harvest crop activities) includes drying activities where no manufacturing-type equipment is used, for example sun-drying of fruit and vegetables, air-drying of forage plants etc.
. Division 10 (Manufacture of food products) includes industrial drying activities (dehydration by artificial means), according to the product class: NACE Rev. 2 class 10.31 (Processing and preserving of potatoes) includes industrial dehydrating of potatoes, 10.39 (Other processing and preserving of fruit and vegetables) includes industrial dehydrating of other fruit and vegetables etc.

Decision date: 01.07.2007",,,
508731,6,10.39.14,10.39.1,Cut and packaged vegetables and fruits,,,,
508732,6,10.39.15,10.39.1,"Beans, preserved otherwise than by vinegar or acetic acid, except prepared vegetable dishes",,,,
508733,6,10.39.16,10.39.1,"Peas, preserved otherwise than by vinegar or acetic acid, except prepared vegetable dishes",,,,
508734,6,10.39.17,10.39.1,"Other vegetables (except potatoes), preserved otherwise than by vinegar or acetic acid, except prepared vegetable dishes",,,,
508735,6,10.39.18,10.39.1,"Vegetables (except potatoes), fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid",,,,
508736,5,10.39.2,10.39,Processed and preserved fruit and nuts,,,,
508737,6,10.39.21,10.39.2,"Fruit and nuts, uncooked or cooked, frozen",,,,
508738,6,10.39.22,10.39.2,"Jams, fruit jellies and fruit or nut puree and pastes",,,,
508739,6,10.39.23,10.39.2,"Nuts, groundnuts, roasted, salted or otherwise prepared",,,,
